460077268,495215852,596417405,604833867,569401285
459806437,494995814,591676725,601940607,568544104
457028687,491100270,590526541,601252527,566188292
454199210,489284420,585993360,596716725,565582898
453888219,488267725,585796049,594627327,564691298
450068851,487385589,584767180,594527251,564575809
449001558,486855531,583509761,591219681,563568250
447911662,485907738,583352466,589647110,563121490
447443938,485600817,583120411,589018323,562973930
447349706,484420949,581162376,588341548,562810793
447184847,484277463,577830775,587150898,562721877
446924858,482632657,577730755,587043777,562612204
446875646,482200646,577205218,585878242,562403752
446223637,482154795,575890782,584621438,562246237
445884219,481897616,575864437,583958821,562049159
445845451,481826846,575283334,583688739,561788888
445649661,481796739,575148667,583547252,561625722
445458836,481793569,574192845,583417518,561467420
445314198,479289747,574089166,583325491,561400536
445286314,479160475,573147168,583121414,560767068
444986941,478497682,572450311,583106429,560763912
444858610,477524192,572305751,582617000,560397293
444483032,477477885,571508049,582152980,560335362
444408774,477335820,571235144,581897228,560334611
444101645,477317010,571117617,581386651,560327272
443259796,476928415,570686829,580886048,560150450
442807295,476580038,570673270,580410941,560007627
442634400,476458397,570448717,580085704,559953160
442216996,476420880,570381336,579972100,559952106
442204109,476333095,570333818,579869244,559924282
442173243,476081718,570300578,579862674,559862981
442148087,476056092,569950120,579775001,559838766
441524085,476045500,569739033,579747322,559816793
440878290,475984956,569677469,579609375,559794475
438926432,475936496,569626447,579526754,559658787
438816985,475745809,569498252,578656521,559624903
438662472,475612634,569079202,577868501,559590495
438565667,475559022,567326524,577594623,559561656
438477796,475497479,564941066,577486322,559457908
438232952,475079861,564296415,577305257,559456233
438135892,475050619,564280445,577015733,559454976
438135437,475047350,564224766,576677576,559310741
438096611,475024422,564022986,576625534,559205822
437867194,474884269,564004021,576574041,559194489
437710905,474872840,563557504,576262608,559048180
437507464,474723478,563484151,576082252,559016559
437120198,474685237,562508325,576010042,558946185
436894707,474355219,562398768,575990090,558941101
436834909,474198272,561899712,575974036,558921130
436497657,473953443,561879074,575855711,558791067
436265739,473782408,561811358,575766749,558549306
436209519,473011132,561524192,575425295,558500663
436049554,472639714,561442820,575384810,558290285
435932312,472208380,561437777,575296157,558032690
435906254,471962511,561273208,575241985,557864229
435800033,471468142,561227055,575230103,557756632
435800030,471314665,561121020,574697711,557511314
435800029,471261948,561012548,574691827,557453527
435542435,471251298,559627740,574639858,557450608
435117495,471238679,559279446,574559588,557391382
435056698,471237448,558881889,574044960,557257164
434563525,471185817,558696679,573928466,557149350
433851918,471155415,558541722,573425135,556951898
433803294,470993936,558389892,572951217,556652785
433608579,470969553,558037191,572894539,556646470
433276563,470889319,557715317,572655455,556576469
432900369,470851601,557340860,572529293,556535338
432736851,470712394,557167642,572522723,556478671
432713666,470474598,556994177,572504717,556363278
432550115,470179807,556964989,572501410,556104674
432360225,470017254,556855986,572479659,556044622
432345574,469774573,556855802,572283997,555857616
432238018,469688412,556605817,572102378,555495489
431879984,469676395,555688203,571990621,555130606
431768568,469669845,555667212,571675705,555004296
431689587,469475862,555499076,571598869,554125935
431589493,469269645,555482675,571474251,553883256
431235998,469262263,554938397,571464975,553760811
430766897,469111418,554757932,571390547,553702403
430734615,469035067,554714779,571364186,551838701
430730827,468885950,554622328,571204475,551421759
430508137,468830008,554599830,571196334,551280570
430494886,468648859,554334744,571012430,551077947
430236812,468191907,554128074,570820852,550965386
430161706,468153410,553236568,570696216,550959476
430044145,468150906,552883407,570665524,550732977
430029184,468108211,552684342,570484718,550447161
430022271,467763506,552662477,570317094,550425688
429786282,467715924,552457145,569669749,550023213
429676887,467701835,552413132,569652132,549990029
429629369,467497617,551612341,569619407,549782952
429594398,467071136,551487697,569414743,549653341
